Protein,p_ID
SURF4,p001416
ZFHX2,p001417
TRIM41,p001418
WDR34,p001419
CCDC97,p001420
GADD45GIP1,p001421
MBD6,p001422
STK11IP,p001423
LENG8,p001424
MOB2,p001425
WFIKKN1,p001426
UBE2J2,p001427
PTPN6,p001428
SAMD10,p001429
ABHD16B,p001430
SRMS,p001431
OSCAR,p001432
ELMO2,p001433
DEDD2,p001434
SPACA4,p001435
JOSD2,p001436
CEP95,p001437
AP5B1,p001438
FAM71E1,p001439
C12orf57,p001440
MFSD3,p001441
TECR,p001442
WDR85,p001443
MSI2,p001444
MAPK15,p001445
TMEM190,p001446
LGI4,p001447
COX6B2,p001448
DCST2,p001449
ADHFE1,p001450
CAPN12,p001451
APOA1BP,p001452
TSNARE1,p001453
CCNY,p001454
CENPBD1,p001455
TIGD3,p001456
CERS5,p001457
C15orf42,p001458
C15orf27,p001459
SPATA2L,p001460
C9orf163,p001461
SNX32,p001462
TSGA10IP,p001463
APCDD1L,p001464
AGXT2L2,p001465
DNAJB13,p001466
LIX1L,p001467
REM2,p001468
ZNF584,p001469
INO80E,p001470
HEXDC,p001471
C14orf21,p001472
C19orf63,p001473
SIX5,p001474
SLC35B2,p001475
PILRB,p001476
LCN12,p001477
ZACN,p001478
MRPL21,p001479
GJC3,p001480
METTL2A,p001481
CNIH2,p001482
THEM5,p001483
ANKDD1A,p001484
WASH1,p001485
TMPRSS9,p001486
GANAB,p001487
NKPD1,p001488
FAM83H,p001489
CCDC84,p001490
LENG9,p001491
CARM1,p001492
TMEM189-UBE2V1,p001493
LRRC37A3,p001494
NOTCH2NL,p001495
USP50,p001496
MAMDC4,p001497
ZNF467,p001498
ZDHHC24,p001499
TSEN54,p001500
ANKRD13D,p001501
FAM174B,p001502
RPS27,p001503
RAB24,p001504
KREMEN1,p001505
sept9,p001506
DPEP1,p001507
SYT12,p001508
AP2A2,p001509
HMHA1,p001510
NAA38,p001511
FMN2,p001512
ANO2,p001513
GRHL2,p001514
OPRL1,p001515
EIF2B4,p001516
MLLT4,p001517
FSCN2,p001518
NCOR2,p001519
C17orf67,p001520
RC3H2,p001521
CYP4F11,p001522
TMPRSS2,p001523
NFATC2,p001524
PRKAR1B,p001525
BANP,p001526
KLHDC4,p001527
RPH3AL,p001528
SERINC2,p001529
CDH4,p001530
TSSC1,p001531
MUC6,p001532
SLC12A7,p001533
PTGES3,p001534
CNTNAP2,p001535
SNX17,p001536
C20orf26,p001537
FAM18B1,p001538
MLL5,p001539
MRPS21,p001540
CLPTM1L,p001541
FAM120B,p001542
COL22A1,p001543
ZNF791,p001544
GATA3,p001545
MPPED1,p001546
TTC39A,p001547
ICAM2,p001548
EIF2AK1,p001549
C15orf38,p001550
KPNA2,p001551
PTPRN2,p001552
COX6C,p001553
AP3S2,p001554
PYCARD,p001555
RPGRIP1,p001556
DHRS13,p001557
NSMCE2,p001558
COL5A1,p001559
GABRB1,p001560
LEPR,p001561
PLXNA4,p001562
MICAL3,p001563
CDHR2,p001564
MUC4,p001565
CACNG4,p001566
TMEM242,p001567
CMIP,p001568
CUGBP2,p001569
CD68,p001570
FAM211A,p001571
RUNDC3A,p001572
WDR27,p001573
KAT6B,p001574
BPI,p001575
MAL,p001576
SLC9A3,p001577
NTN5,p001578
HFM1,p001579
S100A13,p001580
MGRN1,p001581
APBB2,p001582
FOXK2,p001583
TTI1,p001584
CRIM1,p001585
SLC35A4,p001586
PHACTR3,p001587
PARP10,p001588
Caprin1,p001589
JAG1,p001590
BCBL1,p001591
ACADVL,p001592
SGCA,p001593
ABCD1,p001594
ALDOA,p001595
APOE,p001596
ASL,p001597
CBS,p001598
CDK4,p001599
COL1A1,p001600
CSTB,p001601
CYBA,p001602
ENG,p001603
EPOR,p001604
GIPR,p001605
LCAT,p001606
SGCG,p001607
PDE6B,p001608
PHKG2,p001609
PKD1,p001610
ROM1,p001611
SCN4A,p001612
AIRE,p001613
ERCC2,p001614
NOTCH3,p001615
PLEC,p001616
RFX5,p001617
THPO,p001618
GALNS,p001619
GH1,p001620
LDLR,p001621
MAN2B1,p001622
SLC11A1,p001623
C8G,p001624
CD79B,p001625
TGFB1,p001626
ADORA1,p001627
ALDH3B1,p001628
ALDH3B2,p001629
ATP4A,p001630
BCKDHA,p001631
CACNG1,p001632
CHRM4,p001633
CHRNA4,p001634
DRD4,p001635
FOLR2,p001636
GRIN1,p001637
P4HB,p001638
PC,p001639
PLCB3,p001640
PPIB,p001641
PRRG2,p001642
PTGDS,p001643
PTGER1,p001644
RPL8,p001645
RPL12,p001646
ATP2B4,p001647
C16orf42,p001648
NCCRP1,p001649
PDE9A,p001650
ZNF425,p001651
FAM166A,p001652
C8orf82,p001653
HCFC1R1,p001654
PUS1,p001655
ATP5G1,p001656
ARL6IP4,p001657
DNAJB12,p001658
ZNF787,p001659
PTRH1,p001660
C11orf49,p001661
STRADA,p001662
SMARCD3,p001663
SLC6A19,p001664
CAPNS1,p001665
GRK6,p001666
ZNF740,p001667
C7orf61,p001668
RNASEK,p001669
C9orf173,p001670
METRNL,p001671
TMEM198,p001672
PSRC1,p001673
SREBF1,p001674
RGS10,p001675
LRSAM1,p001676
NFASC,p001677
NEURL4,p001678
PKP4,p001679
CHEK2,p001680
ERBB3,p001681
JMJD8,p001682
ALG3,p001683
ATN1,p001684
C20orf201,p001685
IGSF3,p001686
C1QL4,p001687
LPHN1,p001688
RPS5,p001689
BRD9,p001690
B3GNTL1,p001691
PHF19,p001692
SSBP4,p001693
EME2,p001694
DSTN,p001695
HICE1,p001696
ANO9,p001697
MDK,p001698
MYPOP,p001699
C9orf106,p001700
ZKSCAN2,p001701
SNX30,p001702
RPS9,p001703
PRR25,p001704
LRRC26,p001705
STAP2,p001706
DBNL,p001707
TMEM93,p001708
PAK4,p001709
C16orf93,p001710
BAG5,p001711
MPG,p001712
RAE1,p001713
SP3,p001714
LGR6,p001715
CYB561,p001716
ZHX1,p001717
C2orf76,p001718
C5orf45,p001719
PCK2,p001720
FPGS,p001721
RPS16,p001722
CANX,p001723
LRRC24,p001724
CD276,p001725
ARPC4,p001726
CD97,p001727
TSPAN4,p001728
CPLX3,p001729
ARHGAP5,p001730
CTNS,p001731
PLD3,p001732
PRPF40B,p001733
INF2,p001734
MRI1,p001735
CALML4,p001736
FDX1L,p001737
CCDC78,p001738
CPT1A,p001739
STXBP1,p001740
RCE1,p001741
KLF10,p001742
ENTPD8,p001743
ESRP1,p001744
FAM102A,p001745
RPL41,p001746
FAM129B,p001747
SCN1B,p001748
CNTROB,p001749
SIL1,p001750
SCNN1A,p001751
CDC42SE1,p001752
C20orf27,p001753
KIAA1984,p001754
ATP6V0B,p001755
NPRL3,p001756
PRSS53,p001757
RUSC1-AS1,p001758
CCNL2,p001759
DPH2,p001760
PRMT5,p001761
MTL5,p001762
TNFRSF25,p001763
YIF1B,p001764
GPX4,p001765
C19orf46,p001766
STRN4,p001767
FKRP,p001768
ZNF808,p001769
C19orf55,p001770
ZNF384,p001771
INTS6,p001772
ARL16,p001773
CD37,p001774
CD63,p001775
LFNG,p001776
FAM63A,p001777
DCUN1D4,p001778
U2AF1L4,p001779
CCDC56,p001780
MAPK8IP3,p001781
NCALD,p001782
SLC29A4,p001783
RALGDS,p001784
SLC16A3,p001785
CRTC3,p001786
RRBP1,p001787
DBNDD1,p001788
SDHAF1,p001789
PLEKHG5,p001790
MFSD12,p001791
METTL12,p001792
CEMP1,p001793
C9orf116,p001794
UBXN11,p001795
POMT1,p001796
TSEN34,p001797
JRK,p001798
DBI,p001799
CUL4B,p001800
PRKD2,p001801
AATK,p001802
KDM6B,p001803
INTS1,p001804
ASPG,p001805
SYCN,p001806
FBXO46,p001807
C9orf172,p001808
SETD5,p001809
COMMD5,p001810
RGS9,p001811
ZNF623,p001812
TMEM219,p001813
STRN3,p001814
WDR62,p001815
PLOD3,p001816
ABR,p001817
ACCN2,p001818
TMEM184A,p001819
HDAC7,p001820
SGSM2,p001821
PELI3,p001822
PCBP2,p001823
OBSCN,p001824
ATXN7L3,p001825
GBX1,p001826
HEATR7A,p001827
POM121C,p001828
ULK3,p001829
FAM54B,p001830
FAM86C1,p001831
TRIM32,p001832
WDR83,p001833
FBXL19,p001834
SBNO2,p001835
IQCE,p001836
C19orf60,p001837
ZNF707,p001838
10-Mar,p001839
C8orf73,p001840
ST20,p001841
FAM72B,p001842
PACS2,p001843
ACTB,p001844
ZNF160,p001845
EPN2,p001846
CCDC64B,p001847
TLE3,p001848
RUSC1,p001849
MYBBP1A,p001850
DGKZ,p001851
ADAM8,p001852
C16orf92,p001853
SRRM3,p001854
KIAA0284,p001855
TEN1,p001856
LDB1,p001857
FOXP3,p001858
ITGAL,p001859
MGAT1,p001860
WDR26,p001861
ADD1,p001862
FAM178B,p001863
CCBL1,p001864
SLC50A1,p001865
BSCL2,p001866
BCKDK,p001867
ZBTB1,p001868
SPNS2,p001869
SLC25A19,p001870
TUFT1,p001871
LY6E,p001872
LRRC8A,p001873
CRY2,p001874
AP4S1,p001875
TSPAN14,p001876
DLG4,p001877
TOMM40,p001878
CYHR1,p001879
SLC9A3R2,p001880
SHC1,p001881
EEF1D,p001882
MYO9B,p001883
EPN1,p001884
HSPBP1,p001885
SPTAN1,p001886
HRAS,p001887
LY6H,p001888
C14orf93,p001889
TTLL6,p001890
PSMG3,p001891
C7orf50,p001892
KIAA0182,p001893
OST4,p001894
C14orf80,p001895
DPF1,p001896
ABI3,p001897
FKBP2,p001898
PIP5KL1,p001899
C19orf71,p001900
INPP5K,p001901
FCGRT,p001902
NFATC4,p001903
TMUB1,p001904
KANK2,p001905
TNPO2,p001906
FZR1,p001907
ISOC2,p001908
CISD3,p001909
GPR107,p001910
ZBTB42,p001911
BCAP31,p001912
CNST,p001913
RAB11FIP3,p001914
ARCN1,p001915
SQSTM1,p001916
THOC6,p001917
PPP3CB,p001918
PTPN18,p001919
MGEA5,p001920
PPP1R13L,p001921
ADCK4,p001922
ITPK1,p001923
CHID1,p001924
HSD3B7,p001925
C17orf49,p001926
SLC6A8,p001927
C21orf56,p001928
MXD3,p001929
DCST1,p001930
CTDNEP1,p001931
PHOSPHO1,p001932
TPCN1,p001933
EFCAB2,p001934
WRAP53,p001935
RASSF7,p001936
ABCC3,p001937
PHLDB1,p001938
PHB2,p001939
BAIAP2,p001940
SSC5D,p001941
SCRN2,p001942
NR2F2,p001943
SLC35C1,p001944
SIN3A,p001945
FAM71E2,p001946
TMEM205,p001947
PFKFB3,p001948
YPEL3,p001949
GPSM1,p001950
SAE1,p001951
HOMER3,p001952
MEF2B,p001953
SH2B1,p001954
AMDHD2,p001955
MTMR11,p001956
SARS2,p001957
PAFAH1B3,p001958
SLC12A4,p001959
IGFALS,p001960
MOGS,p001961
WRB,p001962
PODNL1,p001963
SPSB2,p001964
CANT1,p001965
MPND,p001966
RHOBTB2,p001967
TRAPPC9,p001968
TLCD1,p001969
TULP3,p001970
NPTN,p001971
JMJD4,p001972
CCDC166,p001973
PLXNB3,p001974
QPCTL,p001975
FBXO24,p001976
C17orf72,p001977
SLC37A4,p001978
GOLGA6C,p001979
CDK5,p001980
CBY3,p001981
MUC12,p001982
IGFN1,p001983
ENDOV,p001984
ARHGAP4,p001985
ZFHX3,p001986
BCAT2,p001987
ERCC1,p001988
SPINT2,p001989
CARNS1,p001990
TRIP13,p001991
SHMT2,p001992
TRAPPC1,p001993
XIAP,p001994
NAV1,p001995
ATP5SL,p001996
INCA1,p001997
TMEM92,p001998
TBC1D17,p001999
NSUN5,p002000
TSPAN3,p002001
PGAM5,p002002
BCAR1,p002003
SRPK3,p002004
ISYNA1,p002005
STRBP,p002006
ZMYM3,p002007
CCDC148,p002008
RNF166,p002009
FNDC5,p002010
RRM2B,p002011
ZNF668,p002012
IL-34,p002013
OBSL1,p002014
AAAS,p002015
C9orf86,p002016
SMG7,p002017
POLL,p002018
PRR7,p002019
DMXL2,p002020
LMX1B,p002021
SEMA6C,p002022
ASTN2,p002023
CTTN,p002024
FLAD1,p002025
PACSIN3,p002026
CLDN7,p002027
CLDN15,p002028
RNF224,p002029
DGCR8,p002030
YJEFN3,p002031
TAF6,p002032
MTRNR2L3,p002033
ARPC1A,p002034
SIRT6,p002035
TMEM127,p002036
RSPH9,p002037
MRPS18A,p002038
UNKL,p002039
PPP2R4,p002040
NUDT16L1,p002041
ENO3,p002042
FAM65A,p002043
CSRP1,p002044
MEPCE,p002045
TEX22,p002046
LOC646862,p002047
C17orf57,p002048
ZNF865,p002049
VAPB,p002050
CHPF,p002051
FAM213B,p002052
MLL,p002053
TUBB3,p002054
DKKL1,p002055
HSPA12B,p002056
ATP6V0C,p002057
MFAP4,p002058
GNGT2,p002059
ABCC10,p002060
BAIAP3,p002061
TBC1D24,p002062
GTF2IRD1,p002063
CLIP3,p002064
PTK2,p002065
BGLAP,p002066
SLC4A2,p002067
ARL2,p002068
MTHFS,p002069
ST20-MTHFS,p002070
PTPN7,p002071
BCL2L2-PABPN1,p002072
SMURF1,p002073
MARK4,p002074
PDK2,p002075
ACTG1,p002076
ZNF513,p002077
ASB6,p002078
UBE2G2,p002079
NIPSNAP1,p002080
CUX1,p002081
MIA,p002082
ECM1,p002083
DBP,p002084
C8orf76,p002085
PPP5C,p002086
RBAK,p002087
RBAK-LOC389458,p002088
SSR4,p002089
TAX1BP3,p002090
NPEPL1,p002091
BNIP1,p002092
RNF223,p002093
KIAA1271,p002094
POLR1D,p002095
PKM2,p002096
TGOLN2,p002097
CTDSP1,p002098
DHPS,p002099
SERPINH1,p002100
KLK7,p002101
ZNF48,p002102
CA11,p002103
CD27,p002104
TMEM147,p002105
LOC283403,p002106
SLC22A31,p002107
BRF1,p002108
RNF41,p002109
ARFGAP2,p002110
PRMT2,p002111
LOC100287036,p002112
ANKS3,p002113
SNX1,p002114
RAD9A,p002115
VEGFB,p002116
TOB1,p002117
TPD52L2,p002118
C12orf53,p002119
ZFP36L1,p002120
CSAD,p002121
RAB5B,p002122
C12orf32,p002123
LOC440335,p002124
ZNF444,p002125
CDC20,p002126
CREB3L4,p002127
RNF213,p002128
NAA10,p002129
ARL8A,p002130
ETS2,p002131
CACNA1G,p002132
ELOVL1,p002133
SLMO2,p002134
KDM2A,p002135
CPSF3L,p002136
MAN2C1,p002137
TBC1D10C,p002138
NOP16,p002139
NEIL1,p002140
TEAD2,p002141
DPP3,p002142
STOML1,p002143
CDK3,p002144
CHKA,p002145
TBCB,p002146
CLPTM1,p002147
CLDN4,p002148
CLDN3,p002149
CRIP1,p002150
CSHL1,p002151
CTSZ,p002152
DAPK3,p002153
DECR1,p002154
EFNB3,p002155
EMP2,p002156
EMP3,p002157
CERS1,p002158
GSTZ1,p002159
HSPB1,p002160
INPPL1,p002161
AHNAK,p002162
APOC1,p002163
ATF4,p002164
CXCR5,p002165
CCNF,p002166
CD79A,p002167
CDK2,p002168
CDKN2D,p002169
CKB,p002170
CKM,p002171
CKS1B,p002172
CLTB,p002173
COL6A1,p002174
COL6A2,p002175
COL9A3,p002176
COX7A1,p002177
CSNK1D,p002178
CSPG4,p002179
CTNNA1,p002180
CTRB1,p002181
CTRL,p002182
CFD,p002183
ENO2,p002184
EVPL,p002185
FGFR4,p002186
GRIK5,p002187
HOXB1,p002188
HRC,p002189
ICAM3,p002190
IDH2,p002191
INHA,p002192
ISG20,p002193
ITGA3,p002194
KCNN1,p002195
KISS1,p002196
KPNB1,p002197
KRT15,p002198
KRT19,p002199
LRP1,p002200
LRPAP1,p002201
MAFK,p002202
MVD,p002203
MYL5,p002204
NDUFS8,p002205
NGFR,p002206
NME3,p002207
NTHL1,p002208
OAZ2,p002209
P2RY2,p002210
PCK1,p002211
CDK18,p002212
PDPK1,p002213
PEX10,p002214
PML,p002215
POLR2E,p002216
PPP4C,p002217
PRKAR1A,p002218
PKN1,p002219
MAPK7,p002220
PRSS8,p002221
PSMA7,p002222
PSMB10,p002223
PSMD12,p002224
PSME2,p002225
PTPN9,p002226
PTPRF,p002227
RARS,p002228
RGS16,p002229
MRPL12,p002230
RPS2,p002231
RXRA,p002232
SEPW1,p002233
TFAP2C,p002234
TK1,p002235
TRAPPC10,p002236
TRIP6,p002237
TSTA3,p002238
UBE2D3,p002239
UCP2,p002240
ZNF7,p002241
SLC7A5,p002242
HIST2H2AC,p002243
HIST2H2BE,p002244
ULK1,p002245
ANXA9,p002246
AURKA,p002247
PDXK,p002248
NPFF,p002249
PSMG1,p002250
RFXANK,p002251
STX10,p002252
B4GALT2,p002253
TNFRSF10B,p002254
DPM2,p002255
MCM3AP,p002256
FOXH1,p002257
SELENBP1,p002258
RHBDL1,p002259
PSTPIP1,p002260
ARRB1,p002261
EMX1,p002262
IDH3G,p002263
NINJ1,p002264
OAZ1,p002265
P2RY6,p002266
TARBP2,p002267
PIGQ,p002268
SYNGR3,p002269
SLC28A1,p002270
EBAG9,p002271
SLC9A3R1,p002272
GOSR2,p002273
ASNA1,p002274
ATP2A1,p002275
BAD,p002276
BCL9,p002277
CDC25B,p002278
DKFZp434D064,p002279
DDX6,p002280
DVL2,p002281
EFNA1,p002282
EPHA2,p002283
ENDOG,p002284
EPHA4,p002285
EPHB3,p002286
GPS2,p002287
FOXA3,p002288
HOXB7,p002289
MYT1,p002290
NDUFB2,p002291
NDUFB10,p002292
NDUFS6,p002293
NFATC3,p002294
TAF1,p002295
TBX6,p002296
CLIC3,p002297
SYNGR2,p002298
HGS,p002299
SCAF11,p002300
AP4M1,p002301
MTA2,p002302
CRLF1,p002303
NUMBL,p002304
BZRAP1,p002305
ACCN3,p002306
B4GALT5,p002307
CIAO1,p002308
SPAG7,p002309
IER2,p002310
CDH15,p002311
MMP14,p002312
PIK3R2,p002313
PWP2,p002314
SCD,p002315
TRIM25,p002316
PHOX2A,p002317
BCL3,p002318
CALM1,p002319
CBFA2T3,p002320
CBX2,p002321
CEBPB,p002322
DLX3,p002323
FOSL2,p002324
GFER,p002325
GPD1,p002326
GRK5,p002327
GPT,p002328
H3F3B,p002329
PHF2,p002330
SALL2,p002331
FOSL1,p002332
TROAP,p002333
IRS1,p002334
NKG7,p002335
NR2F1,p002336
PSCA,p002337
SOX13,p002338
ABCF2,p002339
SCAMP2,p002340
GIPC1,p002341
LPCAT3,p002342
NUTF2,p002343
DDX39A,p002344
PRDX2,p002345
GDF11,p002346
STX6,p002347
STUB1,p002348
SPEG,p002349
FMNL1,p002350
MEF2BNB-MEF2B,p002351
MLLT6,p002352
MMP16,p002353
TSPAN31,p002354
Snai1,p002355
LAGE3,p002356
TCIRG1,p002357
ATP9A,p002358
IRF9,p002359
TUBB4B,p002360
NEDD8,p002361
NTF4,p002362
NTN3,p002363
PITPNA,p002364
POLE,p002365
POLR2H,p002366
POLR2I,p002367
POLR2J,p002368
PPP2R5D,p002369
TLN1,p002370
PCGF3,p002371
ZER1,p002372
LRRN2,p002373
ZNHIT1,p002374
TADA3,p002375
CAP2,p002376
CREB3,p002377
LRRC41,p002378
STK25,p002379
RNASEH2A,p002380
DCTN2,p002381
SIVA1,p002382
PARP4,p002383
TBL3,p002384
ST6GALNAC2,p002385
ARID3B,p002386
TXNIP,p002387
ERF,p002388
SARS,p002389
IFT88,p002390
ELL,p002391
GNB5,p002392
TCFL5,p002393
WNK2,p002394
FTCD,p002395
JTB,p002396
FASTK,p002397
AKAP13,p002398
PSKH1,p002399
SURF6,p002400
UPK2,p002401
SYNGAP1,p002402
PRDX3,p002403
EHD1,p002404
MLLT11,p002405
STIP1,p002406
CCDC85B,p002407
ATP5E,p002408
SUMO3,p002409
ZBTB25,p002410
NPM3,p002411
TPPP,p002412
CLASRP,p002413
KPTN,p002414
ATP5I,p002415
TCHH,p002416
ABCB8,p002417
RPL35,p002418
POLG2,p002419
NXPH4,p002420
HRH3,p002421
XPOT,p002422
SNF8,p002423
B4GALT7,p002424
COPE,p002425
EXOC3,p002426
GABARAP,p002427
OGFR,p002428
BRD3,p002429
CCT5,p002430
DGAT1,p002431
CD3EAP,p002432
CBX5,p002433
SLC25A10,p002434
FKBP8,p002435
GNG3,p002436
NUBP2,p002437
P2RX2,p002438
FAIM2,p002439
LETM1,p002440
PLA2G15,p002441
PHLDA3,p002442
PITPNC1,p002443
STAG3,p002444
SYNGR4,p002445
TIMM13,p002446
WBP1,p002447
PRELID1,p002448
VPS4A,p002449
MYLPF,p002450
SNX15,p002451
YPEL1,p002452
PRRC2B,p002453
SNX11,p002454
GMPPA,p002455
TIMM22,p002456
KCNJ14,p002457
TBX21,p002458
PKN3,p002459
DPP7,p002460
FADS1,p002461
TONSL,p002462
ST6GALNAC6,p002463
BAZ2A,p002464
CCDC22,p002465
WDR37,p002466
C19orf53,p002467
METTL11A,p002468
MACROD1,p002469
PPP2R1A,p002470
MGAT4B,p002471
PATZ1,p002472
EDC4,p002473
MTCH1,p002474
ZNF324,p002475
GAPDHS,p002476
AKAP8L,p002477
ZBTB32,p002478
CPNE7,p002479
SLC39A1,p002480
RAB30,p002481
UBE2S,p002482
RHOD,p002483
MEA1,p002484
ZNF646,p002485
IFT140,p002486
TBKBP1,p002487
KIAA0513,p002488
MTSS1,p002489
MAML1,p002490
KIAA0753,p002491
KIAA0196,p002492
DENND4B,p002493
ZHX2,p002494
ARSG,p002495
MAST3,p002496
ZNF609,p002497
TBC1D9B,p002498
SLC8A2,p002499
SIPA1L3,p002500
MAST2,p002501
CIC,p002502
WDR43,p002503
ZC3H4,p002504
RRS1,p002505
BOP1,p002506
POFUT2,p002507
ADCY6,p002508
KHNYN,p002509
FEM1B,p002510
C17orf81,p002511
EP400,p002512
CNOT6,p002513
PTPN23,p002514
C15orf39,p002515
TSKU,p002516
RNF167,p002517
CCDC9,p002518
ZBTB20,p002519
IRF2BP1,p002520
NAT9,p002521
SENP3,p002522
BRPF3,p002523
GLTSCR2,p002524
ZBTB7A,p002525
UBR5,p002526
LSR,p002527
POMP,p002528
NDUFA13,p002529
GAL,p002530
UTP18,p002531
MRPS2,p002532
COPZ1,p002533
FIS1,p002534
MRPS23,p002535
STYXL1,p002536
GINS2,p002537
TELO2,p002538
VPS28,p002539
MAN1B1,p002540
HSD17B14,p002541
ZNF274,p002542
EVL,p002543
SLCO4A1,p002544
C9orf114,p002545
COPZ2,p002546
FAM203A,p002547
ANKRD39,p002548
MRPL27,p002549
RAB8B,p002550
GNG13,p002551
KRCC1,p002552
TNFRSF12A,p002553
C8orf55,p002554
CHRAC1,p002555
RBM38,p002556
ALKBH4,p002557
CNNM3,p002558
MBTD1,p002559
OTUB1,p002560
TRPM7,p002561
BEST2,p002562
CC2D1A,p002563
TMEM104,p002564
SLC39A4,p002565
SEMA4C,p002566
YTHDF1,p002567
COMMD4,p002568
TIPIN,p002569
C1orf56,p002570
CLN6,p002571
C1orf159,p002572
C20orf11,p002573
ZNF446,p002574
C14orf118,p002575
NBPF1,p002576
CUEDC1,p002577
EPN3,p002578
MRPL20,p002579
WIPI1,p002580
RNF31,p002581
TAPBPL,p002582
PACS1,p002583
SAMD4B,p002584
ANO1,p002585
VAC14,p002586
C19orf73,p002587
PNPO,p002588
ETNK2,p002589
C20orf20,p002590
TMEM143,p002591
KLHL26,p002592
FBXL8,p002593
SOX18,p002594
SELS,p002595
WSB2,p002596
LENEP,p002597
PXMP2,p002598
WDR4,p002599
ACCN4,p002600
RNF114,p002601
TMEM55A,p002602
UBB,p002603
DPM3,p002604
FBXW5,p002605
CHPF2,p002606
ADAMTSL4,p002607
DDX49,p002608
VSIG10,p002609
FAM212B,p002610
LIN37,p002611
SMG9,p002612
KIAA1370,p002613
GSK3A,p002614
AGPAT3,p002615
NDUFA4L2,p002616
SH3GLB2,p002617
SDR39U1,p002618
OTUD7B,p002619
SLC12A9,p002620
SLC17A7,p002621
MNT,p002622
CXCR7,p002623
ZMIZ1,p002624
GPR84,p002625
NAT14,p002626
REXO4,p002627
SLURP1,p002628
SEPN1,p002629
PBXIP1,p002630
CBX8,p002631
JPH3,p002632
RAB22A,p002633
DSCAML1,p002634
CGN,p002635
ZNF398,p002636
USP35,p002637
ARRDC3,p002638
DOCK6,p002639
PITPNM2,p002640
DNAH2,p002641
KIAA1609,p002642
PRX,p002643
ANO8,p002644
IGDCC4,p002645
SPTBN4,p002646
DEAF1,p002647
ZNFX1,p002648
RGS3,p002649
MRPS12,p002650
TRAF2,p002651
CLDN6,p002652
SLC4A5,p002653
ZNF462,p002654
GAN,p002655
KLK14,p002656
SLC17A9,p002657
CHTF18,p002658
FN3K,p002659
BIRC7,p002660
LIN7B,p002661
COG8,p002662
NSD1,p002663
CDH24,p002664
KLHL25,p002665
NARFL,p002666
TRMT2A,p002667
NUCKS1,p002668
ZNF574,p002669
SFXN1,p002670
AEN,p002671
LMF1,p002672
CCDC21,p002673
7-Mar,p002674
SPATA20,p002675
PLEKHG2,p002676
LPIN3,p002677
KRI1,p002678
INTS3,p002679
ZSWIM4,p002680
PYCRL,p002681
UBE2Z,p002682
ZNF747,p002683
DLK2,p002684
FAM173A,p002685
MRPS34,p002686
VKORC1,p002687
HOXB8,p002688
LRFN4,p002689
C1orf135,p002690
METRN,p002691
C20orf195,p002692
OBFC2B,p002693
PVRIG,p002694
C11orf48,p002695
PHF23,p002696
PRR15L,p002697
SLC27A3,p002698
FSD1,p002699
LRFN3,p002700
TNFAIP8L2,p002701
ROGDI,p002702
OGFOD2,p002703
GAL3ST4,p002704
ZNF768,p002705
RABEP2,p002706
PAQR6,p002707
ESRP2,p002708
MZT2B,p002709
CCDC33,p002710
C6orf97,p002711
ZC3H12A,p002712
C16orf59,p002713
TARS2,p002714
C17orf70,p002715
TANC2,p002716
ITPKC,p002717
TRIB1,p002718
ARHGAP39,p002719
ZNF34,p002720
COL18A1,p002721
SH3BP5L,p002722
MAP2K2,p002723
RAI1,p002724
TUBB1,p002725
HM13,p002726
UNC93B1,p002727
TSC22D4,p002728
SFXN3,p002729
ARPC5L,p002730
TCF7L1,p002731
SH3BGRL3,p002732
INO80B,p002733
EPPK1,p002734
HUWE1,p002735
ESPN,p002736
FAM57B,p002737
ANGPTL6,p002738
TMEM120A,p002739
KAT8,p002740
WDR24,p002741
ZNRF1,p002742
TRAF7,p002743
MAF1,p002744
FBXW9,p002745
HAGHL,p002746
C9orf89,p002747
LLPH,p002748
WNK4,p002749
BRSK1,p002750
MRPL41,p002751
MRPL38,p002752
GNPTG,p002753
N-PAC,p002754
EMR3,p002755
PPP1R9B,p002756
CREB3L3,p002757
TUBA1C,p002758
TXNDC17,p002759
LMNB2,p002760
KLHL22,p002761
ZC3H10,p002762
ZDHHC12,p002763
FAM73B,p002764
FIZ1,p002765
HSH2D,p002766
TIGD5,p002767
AJUBA,p002768
ALKBH6,p002769
ATG4D,p002770
TMEM141,p002771
C9orf37,p002772
SYTL2,p002773
MLXIPL,p002774
ACPT,p002775
NKD2,p002776
WNT3A,p002777
CGB7,p002778
ATG16L2,p002779
LRRC46,p002780
KIAA1737,p002781
MMEL1,p002782
TRERF1,p002783
C19orf33,p002784
sept1,p002785
MMAB,p002786
EMILIN3,p002787
ADCK2,p002788
STX1B,p002789
NACC1,p002790
PLEKHG4B,p002791
RHPN1,p002792
SLC26A9,p002793
PCMTD1,p002794
TMEM203,p002795
SNAP47,p002796
CCND1,p002797
C21orf58,p002798
GATA5,p002799
BHLHE23,p002800
CTCFL,p002801
DYNLL2,p002802
DPH3P1,p002803
C20orf151,p002804
SPSB3,p002805
RAVER1,p002806
ANKRD24,p002807
MED22,p002808
PYGO2,p002809
VWA5B2,p002810
C19orf52,p002811
ZNF251,p002812
MTSS1L,p002813
SHKBP1,p002814
9-Mar,p002815
AHNAK2,p002816
IQCD,p002817
C5orf55,p002818
GLI4,p002819
CCDC167,p002820
HAS3,p002821
PPP1R14B,p002822
RHOT2,p002823
PLD4,p002824
